,title,film_id,actor,category,description,length,rating,rental_rate,rental_duration
1005,Jason Trap,476,Goldie Brody,Family,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,130,NC-17,2.99,5
1006,Married Go,559,Goldie Brody,Sci-Fi,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,114,G,2.99,7
1007,Mod Secretary,587,Goldie Brody,Documentary,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,77,NC-17,4.99,6
1008,Mosquito Armageddon,598,Goldie Brody,Sports,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,57,G,0.99,6
1009,Mummy Creatures,606,Goldie Brody,Sports,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,160,NC-17,0.99,3
1010,Outlaw Hanky,648,Goldie Brody,Travel,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,148,PG-13,4.99,7
1011,Pity Bound,683,Goldie Brody,Drama,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,60,NC-17,4.99,5
1012,Pollock Deliverance,689,Goldie Brody,Foreign,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,137,PG,2.99,5
1013,Pride Alamo,696,Goldie Brody,Animation,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,114,NC-17,0.99,6
1014,Prix Undefeated,700,Goldie Brody,Family,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,115,R,2.99,4
1015,Punk Divorce,703,Goldie Brody,Animation,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,100,PG,4.99,6
1016,Robbery Bright,736,Goldie Brody,Family,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,134,R,0.99,4
1017,Sea Virgin,772,Goldie Brody,Drama,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,80,PG,2.99,4
1018,Snatchers Montezuma,815,Goldie Brody,Classics,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,74,PG-13,2.99,4
1019,Spirited Casualties,831,Goldie Brody,Sci-Fi,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,138,PG-13,0.99,5
1020,Unbreakable Karate,920,Goldie Brody,New,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,62,G,0.99,3
1021,Academy Dinosaur,1,Johnny Cage,Documentary,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,86,PG,0.99,6
1022,Alamo Videotape,11,Johnny Cage,Foreign,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,126,G,0.99,6
1023,Arabia Dogma,34,Johnny Cage,Horror,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria,62,NC-17,0.99,6
1024,Bunch Minds,107,Johnny Cage,Drama,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,63,G,2.99,4
1025,Catch Amistad,128,Johnny Cage,Foreign,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,183,G,0.99,7
1026,Clyde Theory,163,Johnny Cage,New,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,139,PG-13,0.99,4
1027,Connecticut Tramp,177,Johnny Cage,Sci-Fi,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,172,R,4.99,4
1028,Desire Alien,223,Johnny Cage,Animation,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,76,NC-17,2.99,7
1029,Disciple Mother,233,Johnny Cage,Travel,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,141,PG,0.99,3
1030,Flying Hook,326,Johnny Cage,Animation,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,69,NC-17,2.99,6
1031,Graffiti Love,374,Johnny Cage,Sci-Fi,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,117,PG,0.99,3
1032,Hamlet Wisdom,394,Johnny Cage,Sci-Fi,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,146,R,2.99,7
1033,Hanging Deep,396,Johnny Cage,Drama,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,62,G,4.99,5
1034,Instinct Airport,463,Johnny Cage,Sports,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,116,PG,2.99,4
1035,Intolerable Intentions,466,Johnny Cage,Documentary,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,63,PG-13,4.99,6
1036,Karate Moon,494,Johnny Cage,Horror,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,120,PG-13,0.99,4
1037,Lies Treatment,521,Johnny Cage,Drama,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,147,NC-17,4.99,7
1038,Reign Gentlemen,723,Johnny Cage,Sci-Fi,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,82,PG-13,2.99,3
1039,Rock Instinct,737,Johnny Cage,Horror,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,102,G,0.99,4
1040,Roots Remember,744,Johnny Cage,Classics,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,89,PG-13,0.99,4
1041,Roxanne Rebel,747,Johnny Cage,Games,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,171,R,0.99,5
1042,Rushmore Mermaid,754,Johnny Cage,Comedy,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,150,PG-13,2.99,6
1043,Simon North,799,Johnny Cage,Horror,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,51,NC-17,0.99,3
1044,Spy Mile,835,Johnny Cage,Games,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,112,PG-13,2.99,6
1045,Superfly Trip,868,Johnny Cage,Travel,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,114,PG,0.99,5
1046,Suspects Quills,869,Johnny Cage,Action,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,47,PG,2.99,4
1047,Thief Pelican,887,Johnny Cage,Animation,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,135,PG-13,4.99,5
1048,Vampire Whale,933,Johnny Cage,New,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,126,NC-17,4.99,4
1049,Velvet Terminator,938,Johnny Cage,Comedy,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,173,R,4.99,3
1050,Affair Prejudice,4,Jodie Degeneres,Horror,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,117,G,2.99,5
1051,Beast Hunchback,60,Jodie Degeneres,Classics,A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China,89,R,4.99,3
1052,Beverly Outlaw,69,Jodie Degeneres,Sci-Fi,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,85,R,2.99,3
1053,Boogie Amelie,86,Jodie Degeneres,Music,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,121,R,4.99,6
1054,Brooklyn Desert,100,Jodie Degeneres,Foreign,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,161,R,4.99,7
1055,Cider Desire,150,Jodie Degeneres,Documentary,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,101,PG,2.99,7
1056,Closer Bang,159,Jodie Degeneres,Comedy,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,58,R,4.99,5
1057,Crow Grease,194,Jodie Degeneres,Action,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,104,PG,0.99,6
1058,Daisy Menagerie,203,Jodie Degeneres,Sci-Fi,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,84,G,4.99,5
1059,Darn Forrester,212,Jodie Degeneres,Action,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,185,G,4.99,7
1060,Diary Panic,230,Jodie Degeneres,Drama,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,107,G,2.99,7
1061,Dracula Crystal,249,Jodie Degeneres,Classics,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,176,G,0.99,7
1062,Dream Pickup,252,Jodie Degeneres,Action,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,135,PG,2.99,6
1063,Fatal Haunted,305,Jodie Degeneres,New,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,91,PG,2.99,6
1064,French Holiday,336,Jodie Degeneres,Documentary,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,99,PG,4.99,5
1065,Groove Fiction,383,Jodie Degeneres,Sports,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,111,NC-17,0.99,6
1066,Madison Trap,544,Jodie Degeneres,Documentary,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,147,R,2.99,4
1067,Moonshine Cabin,596,Jodie Degeneres,Games,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,171,PG-13,4.99,4
1068,Paradise Sabrina,657,Jodie Degeneres,Comedy,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,48,PG-13,2.99,5
1069,Pet Haunting,674,Jodie Degeneres,Foreign,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,99,PG,0.99,3
1070,Pickup Driving,678,Jodie Degeneres,Sports,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,77,G,2.99,3
1071,Reds Pocus,721,Jodie Degeneres,Music,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,182,PG-13,4.99,7
1072,Remember Diary,724,Jodie Degeneres,Family,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,110,R,2.99,5
1073,Sense Greek,779,Jodie Degeneres,Sports,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,54,R,4.99,4
1074,Shanghai Tycoon,784,Jodie Degeneres,Travel,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,47,PG,2.99,7
1075,Simon North,799,Jodie Degeneres,Horror,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,51,NC-17,0.99,3
1076,Tomatoes Hellfighters,894,Jodie Degeneres,Travel,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,68,PG,0.99,6
1077,Trojan Tomorrow,912,Jodie Degeneres,Sci-Fi,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,52,PG,2.99,3
1078,Vietnam Smoochy,942,Jodie Degeneres,Drama,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,174,PG-13,0.99,7
1079,Analyze Hoosiers,24,Tom Miranda,Horror,A Thoughtful Display of a Explorer And a Pastry Chef who must Overcome a Feminist in The Sahara Desert,181,R,2.99,6
1080,Chasing Fight,139,Tom Miranda,Family,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,114,PG,4.99,7
1081,Feud Frogmen,309,Tom Miranda,Family,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,98,R,0.99,6
1082,Flamingos Connecticut,320,Tom Miranda,New,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,80,PG-13,4.99,4
1083,Freaky Pocus,333,Tom Miranda,Music,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,126,R,2.99,7
1084,Kiss Glory,500,Tom Miranda,Foreign,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,163,PG-13,4.99,5
1085,Knock Warlock,502,Tom Miranda,Comedy,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,71,PG-13,2.99,4
1086,Labyrinth League,505,Tom Miranda,Children,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,46,PG-13,2.99,6
1087,Lola Agent,527,Tom Miranda,Horror,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,85,PG,4.99,4
1088,Love Suicides,535,Tom Miranda,Horror,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,181,R,0.99,6
1089,Madre Gables,546,Tom Miranda,Games,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,98,PG-13,2.99,7
1090,Memento Zoolander,568,Tom Miranda,Comedy,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,77,NC-17,4.99,4
1091,Outlaw Hanky,648,Tom Miranda,Travel,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,148,PG-13,4.99,7
1092,Patton Interview,665,Tom Miranda,Horror,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,175,PG,2.99,4
1093,Personal Ladybugs,673,Tom Miranda,Music,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,118,PG-13,0.99,3
1094,Pocus Pulp,687,Tom Miranda,Documentary,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,138,NC-17,0.99,6
1095,Rainbow Shock,713,Tom Miranda,Documentary,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,74,PG,4.99,3
1096,Rocketeer Mother,738,Tom Miranda,Foreign,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,178,PG-13,0.99,3
1097,Silverado Goldfinger,798,Tom Miranda,Sci-Fi,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,74,PG,4.99,4
1098,Suit Walls,861,Tom Miranda,Games,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,111,R,4.99,3
1099,Sunrise League,865,Tom Miranda,Animation,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,135,PG-13,4.99,3
1100,Super Wyoming,867,Tom Miranda,Family,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,58,PG,4.99,5
1101,Tarzan Videotape,876,Tom Miranda,Horror,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,91,PG-13,2.99,3
1102,Tights Dawn,890,Tom Miranda,Sports,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,172,R,0.99,5
1103,Translation Summer,907,Tom Miranda,Drama,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,168,PG-13,0.99,4
1104,Undefeated Dalmations,922,Tom Miranda,Horror,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,107,PG-13,4.99,7
1105,Valley Packer,932,Tom Miranda,Comedy,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,73,G,0.99,3
1106,Amadeus Holy,19,Kirk Jovovich,Action,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,113,PG,0.99,6
1107,Artist Coldblooded,42,Kirk Jovovich,Sports,A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California,170,NC-17,2.99,5
1108,Barefoot Manchurian,56,Kirk Jovovich,Action,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,129,G,2.99,6
1109,Borrowers Bedazzled,89,Kirk Jovovich,Animation,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,63,G,0.99,7
1110,Bull Shawshank,105,Kirk Jovovich,Action,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,125,NC-17,0.99,6
1111,Chocolat Harry,147,Kirk Jovovich,Family,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,101,NC-17,0.99,5
1112,Clue Grail,161,Kirk Jovovich,Music,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,70,NC-17,4.99,6
1113,Conspiracy Spirit,180,Kirk Jovovich,Classics,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,184,PG-13,2.99,4
1114,Dogma Family,239,Kirk Jovovich,Animation,A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans,122,G,4.99,5
1115,Element Freddy,276,Kirk Jovovich,Comedy,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,115,NC-17,4.99,6
1116,Forrester Comancheros,330,Kirk Jovovich,Animation,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,112,NC-17,4.99,7
1117,Fury Murder,344,Kirk Jovovich,Children,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,178,PG-13,0.99,3
1118,Gladiator Westward,359,Kirk Jovovich,Family,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,173,PG,4.99,6
